,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
282,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",adventurous,How can this statement be described?,adventurous,not adventurous,,,
283,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",generous,How can this statement be described?,generous,not generous,,,
284,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",decisive,How can this statement be described?,decisive,not decisive,,,
285,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
286,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",affectionate,How can this statement be described?,affectionate,not affectionate,,,
287,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",hardworking,How can this statement be described?,hardworking,not hardworking,,,
288,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",observant,How can this statement be described?,observant,not observant,,,
289,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",helpful,How can this statement be described?,helpful,not helpful,,,
290,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",optimistic,How can this statement be described?,optimistic,not optimistic,,,
291,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",honest,How can this statement be described?,honest,not honest,,,
292,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",funny,How can this statement be described?,funny,not funny,,,
293,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",amusing,How can this statement be described?,amusing,not amusing,,,
294,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",calm,How can this statement be described?,calm,not calm,,,
295,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",polite,How can this statement be described?,polite,not polite,,,
296,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",charismatic,How can this statement be described?,charismatic,not charismatic,,,
297,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",romantic,How can this statement be described?,romantic,not romantic,,,
298,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",friendly,How can this statement be described?,friendly,not friendly,,,
299,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",clever,How can this statement be described?,clever,not clever,,,
300,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",compassionate,How can this statement be described?,compassionate,not compassionate,,,
301,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",aggressive,How can this statement be described?,aggressive,not aggressive,,,
302,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",cynical,How can this statement be described?,cynical,not cynical,,,
303,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",grumpy,How can this statement be described?,grumpy,not grumpy,,,
304,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",nervous,How can this statement be described?,nervous,not nervous,,,
305,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",defensive,How can this statement be described?,defensive,not defensive,,,
306,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",arrogant,How can this statement be described?,arrogant,not arrogant,,,
307,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",impulsive,How can this statement be described?,impulsive,not impulsive,,,
308,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",patronizing,How can this statement be described?,patronizing,not patronizing,,,
309,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
310,"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",sullen,How can this statement be described?,sullen,not sullen,,,
